date,rainfall_mm
2012-03-01,27.744535446166992
2012-04-01,23.435487747192383
2012-05-01,6.18670129776001
2012-06-01,12.627852439880371
2012-07-01,7.599314212799072
2012-08-01,9.845436096191406
2012-09-01,6.3020524978637695
2012-10-01,14.288715362548828
2012-11-01,10.705810546875
2012-12-01,42.78330993652344
2013-01-01,16.974136352539062
2013-02-01,15.426158905029297
2013-03-01,37.94606399536133
2013-04-01,11.912704467773438
2013-05-01,5.903505802154541
2013-06-01,14.016693115234375
2013-07-01,8.797607421875
2013-08-01,9.786683082580566
2013-09-01,6.880420207977295
2013-10-01,11.025246620178223
2013-11-01,10.587018966674805
2013-12-01,34.76825714111328
2014-01-01,18.8321475982666
2014-02-01,37.32537841796875
2014-03-01,33.67413330078125
2014-04-01,14.215579986572266
2014-05-01,13.206944465637207
2014-06-01,8.052452087402344
2014-07-01,8.258639335632324
2014-08-01,9.162699699401855
2014-09-01,7.828652858734131
2014-10-01,8.274539947509766
2014-11-01,33.68592834472656
2014-12-01,18.438751220703125
2015-01-01,14.185402870178223
2015-02-01,14.64152717590332
2015-03-01,39.06553268432617
2015-04-01,12.738997459411621
2015-05-01,4.8072123527526855
2015-06-01,17.2078857421875
2015-07-01,11.594083786010742
2015-08-01,10.742542266845703
2015-09-01,10.727933883666992
2015-10-01,9.25217056274414
2015-11-01,9.201859474182129
2015-12-01,9.023887634277344
2016-01-01,40.78590774536133
2016-02-01,16.12297821044922
2016-03-01,23.626140594482422
2016-04-01,17.36159324645996
2016-05-01,17.522611618041992
2016-06-01,9.718928337097168
2016-07-01,10.039528846740723
2016-08-01,7.34291934967041
2016-09-01,7.2995285987854
2016-10-01,6.290569305419922
2016-11-01,9.788430213928223
2016-12-01,15.3754243850708
2017-01-01,37.84209060668945
2017-02-01,46.549190521240234
2017-03-01,14.623512268066406
2017-04-01,19.899921417236328
2017-05-01,5.347294330596924
2017-06-01,8.203413009643555
2017-07-01,4.796693801879883
2017-08-01,4.455061435699463
2017-09-01,4.914168834686279
2017-10-01,14.305480003356934
2017-11-01,10.834896087646484
2017-12-01,12.43033218383789
2018-01-01,29.677927017211914
2018-02-01,31.974050521850586
2018-03-01,32.29219055175781
2018-04-01,42.31381607055664
2018-05-01,10.88425064086914
2018-06-01,6.374476909637451
2018-07-01,8.934842109680176
2018-08-01,7.473390579223633
2018-09-01,11.038291931152344
2018-10-01,8.899407386779785
2018-11-01,7.532533645629883
2018-12-01,12.379423141479492
2019-01-01,12.76436996459961
2019-02-01,36.167877197265625
2019-03-01,20.350549697875977
2019-04-01,24.645238876342773
2019-05-01,11.351038932800293
2019-06-01,6.353302955627441
2019-07-01,7.968113899230957
2019-08-01,4.086619853973389
2019-09-01,5.450301170349121
2019-10-01,6.446302890777588
2019-11-01,6.598320960998535
2019-12-01,18.742767333984375
2020-01-01,20.503171920776367
2020-02-01,56.62522888183594
2020-03-01,41.12638854980469
2020-04-01,23.23440170288086
2020-05-01,4.816589832305908
2020-06-01,9.605509757995605
2020-07-01,11.014167785644531
2020-08-01,8.25611686706543
2020-09-01,6.7371039390563965
2020-10-01,8.862136840820312
2020-11-01,30.089069366455078
2020-12-01,29.774805068969727
2021-01-01,65.63327026367188
2021-02-01,34.8117790222168
2021-03-01,41.742984771728516
2021-04-01,8.92952823638916
2021-05-01,7.092067718505859
2021-06-01,12.99090576171875
2021-07-01,7.797717571258545
2021-08-01,9.186723709106445
2021-09-01,4.55522346496582
2021-10-01,27.24422836303711
2021-11-01,15.221397399902344
2021-12-01,62.62238311767578
2022-01-01,65.32052612304688
2022-02-01,32.85427474975586
2022-03-01,70.04586791992188
2022-04-01,25.689775466918945
2022-05-01,12.75924301147461
2022-06-01,24.47102165222168
2022-07-01,6.01894998550415
2022-08-01,9.906003952026367
2022-09-01,9.629830360412598
2022-10-01,10.374167442321777
2022-11-01,32.434234619140625
2022-12-01,46.223716735839844
2023-01-01,21.69792366027832
2023-02-01,32.68202209472656
2023-03-01,35.177001953125
2023-04-01,10.867914199829102
2023-05-01,14.834531784057617
2023-06-01,19.813575744628906
2023-07-01,9.868581771850586
2023-08-01,7.166305065155029
2023-09-01,16.383638381958008
2023-10-01,7.454763889312744
2023-11-01,13.001617431640625
2023-12-01,28.335237503051758
2024-01-01,25.042497634887695
2024-02-01,16.818214416503906
2024-03-01,34.065330505371094
2024-04-01,25.86192512512207
2024-05-01,4.379724502563477
2024-06-01,10.786856651306152
2024-07-01,17.800315856933594
2024-08-01,7.942232608795166
2024-09-01,8.813061714172363
2024-10-01,7.210329532623291
2024-11-01,14.642143249511719
2024-12-01,14.558692932128906
